atu_number,title,level_1_category,level_2_category,level_3_category,category_range,detail_url,description
170,The fox eats his fellow-lodger,ANIMAL TALES,Wild Animals and Humans,,150-199,index.php?action=atu&src=atu&id=170,"The fox spends the night with a cock in a house. He eats the cock but in the morning he accuses the sheep of having eaten it. In the next inn likewise the ox has eaten the sheep, etc. In compensation he demands a larger animal each time. .… Motives K443.7 No examples in our database yet"
171,The Three Bears,ANIMAL TALES,Wild Animals and Humans,,150-199,index.php?action=atu&src=atu&id=171,
173,Man and animals readjust span of life,ANIMAL TALES,Wild Animals and Humans,,150-199,index.php?action=atu&src=atu&id=173,"Cf. 828  AT first, 30 years are given to all animals and to man. For the animals it is too long, for man too short. Man is given a portion of animal's lives. [ A1321 ]."
175,The Tarbaby and the Rabbit,ANIMAL TALES,Wild Animals and Humans,,150-199,index.php?action=atu&src=atu&id=175,"The rabbit, who has been stealiug fruit from a garden, is captured by means of a tarbaby, an image with tar. The rabbit tries to make the tarbaby talk and finally becomes so angry that he strikes it. He sticks to the tarbaby and is captured. Usually…"
176,The farmer tricks the jackals,ANIMAL TALES,Wild Animals and Humans,,150-199,index.php?action=atu&src=atu&id=176,"I. Farmer vs. jackal. (a) A jackal forces a woman carrying food to her husband to give him food. (b) The husband disguises as a woman carrying food and beats the jackal, etc. (c) The jackal threatens to defecate on the man's plow. The man affixes… No examples in our database yet back to index"
178,The Faithful Animal Rashly Killed,ANIMAL TALES,Wild Animals and Humans,,150-199,index.php?action=atu&src=atu&id=178,"See AT 0178A and AT 0178B. Variants 178A. The Brahmin and the Mongoose Dog has saved child from serpent. Father sees bloody mouth, thinks the dog has eaten the child, and kills the dog. [ B331.2 ]. (Sometimes told of mongoose).   178B. The faithful dog as security for a debt A poor man leaves his dog with a wealthy man as security for a large loan. The dog shows the wealthy man where thieves have hidden goods stolen from him and drives off thieves when they come to ransack the house. The grateful wealthy man sends the…   No examples in our database yet"
179,What the bear whispered in his ear,ANIMAL TALES,Wild Animals and Humans,,150-199,index.php?action=atu&src=atu&id=179,"Paid guide climbs tree and leaves traveler to mercy of a bear. Traveler feigns death and the bear sniffs at him and leaves. The guide: »What did the bear say to you?« »He said, never trust a coward like you.« No examples in our database yet"
180,The rebounding bow,ANIMAL TALES,Wild Animals and Humans,,150-199,index.php?action=atu&src=atu&id=180,"A hunter kills several animals but is in turn bitten by a snake. A jackal comes by, nibbles at the hunter's bow, and is killed when the bow rebounds. No examples in our database yet back to index"
182,The helpful animal and the snake,ANIMAL TALES,Wild Animals and Humans,,150-199,index.php?action=atu&src=atu&id=182,"The helpful animal sees a snake bite his master. He catches the crow, who is the snake's confederate, and forces the snake to revive his master by sucking out the poison. No examples in our database yet back to index"
200,The Dog's Certificate,ANIMAL TALES,Domestic Animals,,200-219,index.php?action=atu&src=atu&id=200,Through the cat's carelessness it is lost. Since then dogs and cats are enemies. Variants 200A. Dog Loses his Patent Right   200B. Why Dogs Sniff at Each Another They are looking for a dog that was sent to Prussia for pepper and has never returned since.  No examples in our database yet
201,The Lean Dog Prefers Liberty to Abundant Food and a Chain,ANIMAL TALES,Domestic Animals,,200-219,index.php?action=atu&src=atu&id=201,"Sie hielt allein Prozession, als die Menschen dies versäumten (als über den Prozessionsweg Streit war)."
204,"Sheep, duck and cock in peril at sea",ANIMAL TALES,Domestic Animals,,200-219,index.php?action=atu&src=atu&id=204,The duck swims; the cock flies to the mast and crows that he sees the shore. No examples in our database yet
206,Straw Threshed a second Time,ANIMAL TALES,Domestic Animals,,200-219,index.php?action=atu&src=atu&id=206,"The animals eating at night say they have good food because the straw has not been well threshed. The master hears and threshes it a second time. They grow hungry. (Animals' voices imitated in telling story.) Cf. Types 106 , 2075 . No examples in our database yet"
207,Rebellion of the Work Animals,ANIMAL TALES,Domestic Animals,,200-219,index.php?action=atu&src=atu&id=207,Cock as leader punished. Variants 207A. Ass Induces Overworked Bullock to Feign Sickness Ass must do bullock's work and persuades bullock to return.  207B. Hard-hearted Horse and Ass Allows ass to be overburdened until it is crushed. Horse must then assume load.   207C. The Bell of Justice A king has a bell which petitioners for justice may ring and thus summon him. The bell is rung by a serpent which is being menaced by a turtle (or by an old horse who wishes to complain against a cruel master).
210,The Traveling Animals and the Wicked Man,ANIMAL TALES,Domestic Animals,,200-219,index.php?action=atu&src=atu&id=210,The animals and objects hide themselves in various parts of a house. They punish with their characteristic powers the owner of the house and finally kill him. Cf. Type 130 .
211,The hog who was so tired of his daily food,ANIMAL TALES,Domestic Animals,,200-219,index.php?action=atu&src=atu&id=211,"Schwarzer Tod im ""Stipelloch"" gefangen (entkommt später)"
212,The Lying Goat,ANIMAL TALES,Domestic Animals,,200-219,index.php?action=atu&src=atu&id=212,"A father sends his sons one after the other to pasture the goat. The goat always declares he has had nothing to eat. The father angrily sends his sons from home and learns, when he himself tries to pasture the goat, that he has been deceived. Cf.… No examples in our database yet"
214,Ass Tries to caress his Master like a Dog,ANIMAL TALES,Domestic Animals,,200-219,index.php?action=atu&src=atu&id=214,He is driven off.
217,The Cat and the Candle,ANIMAL TALES,Domestic Animals,,200-219,index.php?action=atu&src=atu&id=217,A man has a cat trained to hold up lighted candles on its head. The king has a mouse let loose. The cat drops the candle and chases the mouse. (Often used as a method of cheating in a game [ N7 ].) No examples in our database yet
220,The Council of Birds,ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=220,"The eagle as judge assigns each his place and work.   Variants 220A. The Trial of the Crow by the Eagle The crow is tried and punished for various crimes. In order to avenge himself, the crow slanders other birds who are then also punished.   No examples in our database yet back to index"
221,The Election of Bird-King,ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=221,Wren wins by cleverness. Variants 221A. Test : Who Can Fly Highest ? Wren hides in eagle's wings.   221B. Test: who can Go Deepest in Earth? Wren goes into mouse-hole. To be starved out.
222,The Willow-Wren and the Bear,ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=222,Birds win by cleverness. The fox's lifted tail is to be the signal. The gnats stick him under the tail. He drops it and the quadrupeds flee. Cf. Type 104 . It often serves as introduction to Type 313 . Variants 222A. Bat in War of Birds and Quadrupeds Because of ambiguous form joins first one side and then the other. Discredited.   222B. War between Mouse and Sparrow Eagle and dragon act as champions.
223,The Bird and the Jackal,ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=223,"I. The jackal asks the bird to obtain food. The bird flies near men carrying baskets of food. They drop them to pursue bird and jackal eats food. See Type 1 *.   II. The jackal asks the bird to make him laugh. The bird alights on the men's heads so that they strike one another. III. The jackal asks the bird to make him cry. The bird leads men or dogs to his hiding place. IV. The jackal asks the bird to save its life. The bird entices the jackal into power of the crocodile, then strikes crocodile so that jackal escapes."
224,Wedding of the Turkey and the Peacock,ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=224,All birds are invited to the wedding except the eagle. This omission starts a great conflict. No examples in our database yet back to index
225,The Tortoise That Wanted to Fly,ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=225,Lets him fall to the earth Variants 225A. Tortoise Lets self be Carried by Eagle Dropped and eaten.
226,The Goose Teaches the Fox to Swim,ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=226,Shakes him off in the water. No examples in our database yet
227,The geese's eternal prayer,ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=227,The fox attacks a group of geese. They ask his if they can make one last prayer. The fox agrees. The geese make so much noise that the farmer hears them and saves them. See also: 122C
228,The Titmouse Tries to be as Big as a Bear,ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=228,She ruffles up her feathers but does not succeed in fooling her young. But in her own form she flies into the bear's ear and kills him. No examples in our database yet
229,The Hawk Frightened at the Snipe's Bill,ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=229,
230,The Rearing of the Large-headed and Large-eyed Bird,ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=230,When the one rearing the owl learns its great age he kills it.   No examples in our database yet
231,The Heron (Crane) Transports the Fish,ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=231,"A heron (crane) tells the fish in a lake that is drying up that it will transport them one by one to another lake, but eats them instead. A crab sees through the deception, seizes the heron by the throat and kills it.   No examples in our database yet"
232,The Heathcock and the Birds of Passage,ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=232,The former prefers to remain at home amid hardships than to go to foreign lands.   No examples in our database yet
234,The Nightingale and the Blindworm,ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=234,
235,The Jay Borrows the Cuckoo's Skin,ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=235,
236,"Imitating bird sounds,",ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=236,The dove keeps saying >>I know>> and persists in building her small nest. (Imitation of bird's sounds.) Cf. Type 2075 . No examples in our database yet
237,The Parrot That Talked Too Much,ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=237,"A magpie is punished by his master, who throws him into a mud puddle. The magpie sees a muddy sow. He says, ""You also must have had a quarrel with your master."" No examples in our database yet"
238,The Keen Sight of the Dove and the Keen Hearing of the Frog,ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=238,They boast to each other.   No examples in our database yet
239,The Crow Helps the Deer Escape from the Snare,ANIMAL TALES,Other Animals and Objects,,220-299,index.php?action=atu&src=atu&id=239,"The deer aids the jackal, but when the deer is caught in a snare the jackal refuses to help him. On the advice of the crow the deer feigns death. When the hunter releases him, he bounds away.   No examples in our database yet back to index"
